,Type,Price,Location,Area,Creation date,Amenities,Installment value
2333,Residential Plot,3900000,Bahria Orchard,5.0,2 days ago,1,
2334,Residential Plot,14000000,Bahria Orchard,20.0,2 days ago,1,
2335,Residential Plot,3900000,Bahria Orchard,5.0,2 days ago,1,
2336,Residential Plot,3400000,Bahria Orchard,5.0,2 days ago,1,
2337,Residential Plot,6000000,Bahria Orchard,8.0,2 days ago,1,
2338,Residential Plot,6600000,Bahria Orchard,10.0,3 days ago,38,
2339,Residential Plot,7200000,Bahria Orchard,10.0,3 days ago,38,
2340,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,1,
2341,Commercial Plot,17300000,Bahria Orchard,4.0,3 weeks ago,107,
2342,Commercial Plot,17500000,Bahria Orchard,5.0,3 weeks ago,130,
2343,Commercial Plot,15500000,Bahria Orchard,4.0,3 weeks ago,131,
2344,Residential Plot,5500000,Bahria Orchard,5.0,3 weeks ago,1,
2345,Residential Plot,7600000,Bahria Orchard,8.0,3 weeks ago,1,
2346,Residential Plot,8000000,Bahria Orchard,8.0,3 weeks ago,1,
2347,Commercial Plot,17000000,Bahria Orchard,5.0,3 weeks ago,1,
2348,Residential Plot,3800000,Bahria Orchard,5.0,3 weeks ago,1,
2349,Residential Plot,8200000,Bahria Orchard,10.0,3 weeks ago,1,
2350,Residential Plot,9500000,Bahria Orchard,9.4,3 weeks ago,197,
2351,Residential Plot,11900000,Bahria Orchard,11.0,3 weeks ago,107,
2352,Residential Plot,19500000,Bahria Orchard,20.0,3 weeks ago,1,
2353,Residential Plot,3900000,Bahria Orchard,5.0,3 weeks ago,1,
2354,Residential Plot,3300000,Bahria Orchard,5.0,3 weeks ago,1,
2355,Residential Plot,3700000,Bahria Orchard,5.0,3 weeks ago,1,
2356,Residential Plot,3325000,Bahria Orchard,5.0,3 weeks ago,1,
2357,Residential Plot,3350000,Bahria Orchard,5.0,3 weeks ago,1,
2358,Residential Plot,3500000,Bahria Orchard,5.0,3 days ago,1,
2359,Residential Plot,5200000,Bahria Orchard,8.0,3 days ago,1,
2360,Residential Plot,4200000,Bahria Orchard,5.0,3 days ago,1,
2361,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,1,
2362,Residential Plot,9500000,Bahria Orchard,10.0,3 days ago,1,
2363,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,1,
2364,Residential Plot,6800000,Bahria Orchard,10.0,3 days ago,1,
2365,Plot File,1000000,Bahria Orchard,5.0,3 days ago,1,
2366,Residential Plot,5500000,Bahria Orchard,5.0,3 weeks ago,1,
2367,Residential Plot,10000000,Bahria Orchard,10.0,3 weeks ago,1,
2368,Residential Plot,17500000,Bahria Orchard,20.0,3 weeks ago,1,
2369,Residential Plot,5800000,Bahria Orchard,5.0,3 weeks ago,1,
2370,Residential Plot,5500000,Bahria Orchard,10.0,3 weeks ago,1,5500000.0
2371,Commercial Plot,16500000,Bahria Orchard,5.0,3 weeks ago,107,
2372,Residential Plot,23500000,Bahria Orchard,20.0,3 weeks ago,107,
2373,Residential Plot,7500000,Bahria Orchard,5.0,3 weeks ago,198,
2374,Commercial Plot,20000000,Bahria Orchard,5.0,3 weeks ago,1,
2375,Residential Plot,8500000,Bahria Orchard,8.0,3 weeks ago,130,
2376,Commercial Plot,7900000,Bahria Orchard,4.0,3 weeks ago,1,
2377,Commercial Plot,17000000,Bahria Orchard,4.0,3 weeks ago,1,
2378,Residential Plot,9550000,Bahria Orchard,10.0,3 weeks ago,62,
2379,Residential Plot,3750000,Bahria Orchard,5.0,3 weeks ago,179,
2380,Residential Plot,7450000,Bahria Orchard,8.0,3 weeks ago,62,
2381,Residential Plot,7500000,Bahria Orchard,10.0,3 weeks ago,199,
2382,Commercial Plot,17000000,Bahria Orchard,4.0,4 weeks ago,107,
2383,Commercial Plot,17000000,Bahria Orchard,4.0,3 days ago,1,
2384,Residential Plot,5500000,Bahria Orchard,10.0,3 days ago,1,
2385,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,1,
2386,Residential Plot,5200000,Bahria Orchard,10.0,3 days ago,1,
2387,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,1,
2388,Residential Plot,4300000,Bahria Orchard,5.0,3 days ago,1,
2389,Residential Plot,4100000,Bahria Orchard,5.0,3 days ago,1,
2390,Residential Plot,5800000,Bahria Orchard,10.0,3 days ago,117,
2391,Residential Plot,8200000,Bahria Orchard,10.0,4 weeks ago,47,
2392,Commercial Plot,17000000,Bahria Orchard,4.0,4 weeks ago,1,
2393,Residential Plot,7800000,Bahria Orchard,10.0,4 weeks ago,1,
2394,Residential Plot,7600000,Bahria Orchard,8.0,4 weeks ago,1,
2395,Residential Plot,8200000,Bahria Orchard,9.0,4 weeks ago,1,
2396,Commercial Plot,16000000,Bahria Orchard,4.0,4 weeks ago,1,
2397,Residential Plot,6000000,Bahria Orchard,10.0,4 weeks ago,1,
2398,Residential Plot,5300000,Bahria Orchard,5.0,4 weeks ago,1,
2399,Residential Plot,5500000,Bahria Orchard,5.0,4 weeks ago,1,
2400,Residential Plot,5200000,Bahria Orchard,5.0,4 weeks ago,1,
2401,Residential Plot,5300000,Bahria Orchard,5.0,4 weeks ago,1,
2402,Residential Plot,5100000,Bahria Orchard,5.0,4 weeks ago,1,
2403,Residential Plot,5500000,Bahria Orchard,5.0,4 weeks ago,1,
2404,Residential Plot,5100000,Bahria Orchard,5.0,4 weeks ago,1,
2405,Residential Plot,5000000,Bahria Orchard,5.0,4 weeks ago,1,
2406,Residential Plot,4500000,Bahria Orchard,5.0,4 weeks ago,1,
2407,Residential Plot,5500000,Bahria Orchard,5.0,4 weeks ago,1,
2408,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,1,
2409,Residential Plot,7000000,Bahria Orchard,8.0,3 days ago,1,
2410,Residential Plot,3400000,Bahria Orchard,5.0,3 days ago,117,
2411,Residential Plot,5700000,Bahria Orchard,10.0,3 days ago,1,
2412,Residential Plot,7000000,Bahria Orchard,10.0,3 days ago,117,
2413,Residential Plot,14000000,Bahria Orchard,20.0,3 days ago,117,
2414,Residential Plot,5300000,Bahria Orchard,5.0,3 days ago,1,
2415,Residential Plot,7000000,Bahria Orchard,10.0,3 days ago,1,
2416,Residential Plot,4200000,Bahria Orchard,5.0,4 weeks ago,1,
2417,Residential Plot,4300000,Bahria Orchard,5.0,4 weeks ago,1,
2418,Residential Plot,4400000,Bahria Orchard,5.0,4 weeks ago,1,
2419,Residential Plot,5200000,Bahria Orchard,5.0,4 weeks ago,1,
2420,Residential Plot,4600000,Bahria Orchard,5.0,4 weeks ago,1,
2421,Residential Plot,4300000,Bahria Orchard,5.0,4 weeks ago,1,
2422,Residential Plot,4600000,Bahria Orchard,5.0,4 weeks ago,1,
2423,Residential Plot,5500000,Bahria Orchard,5.0,4 weeks ago,1,
2424,Residential Plot,4600000,Bahria Orchard,5.0,4 weeks ago,1,
2425,Residential Plot,4900000,Bahria Orchard,5.0,4 weeks ago,1,
2426,Residential Plot,5000000,Bahria Orchard,5.0,4 weeks ago,1,
2427,Residential Plot,5200000,Bahria Orchard,5.0,4 weeks ago,1,
2428,Residential Plot,5000000,Bahria Orchard,5.0,4 weeks ago,1,
2429,Residential Plot,5300000,Bahria Orchard,5.0,4 weeks ago,1,
2430,Residential Plot,4800000,Bahria Orchard,5.0,4 weeks ago,1,
2431,Residential Plot,4000000,Bahria Orchard,5.0,4 weeks ago,1,
2432,Residential Plot,4500000,Bahria Orchard,5.0,4 weeks ago,1,
2433,Residential Plot,12700000,Bahria Orchard,10.0,3 days ago,1,
2434,Residential Plot,10000000,Bahria Orchard,10.0,3 days ago,1,
2435,Residential Plot,6500000,Bahria Orchard,8.0,3 days ago,1,
2436,Commercial Plot,17500000,Bahria Orchard,5.0,3 days ago,1,
2437,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,172,
2438,Residential Plot,8200000,Bahria Orchard,10.0,3 days ago,200,
2439,Residential Plot,2900000,Bahria Orchard,5.0,3 days ago,87,
2440,Residential Plot,5700000,Bahria Orchard,5.0,3 days ago,201,
2441,Residential Plot,4800000,Bahria Orchard,5.0,4 weeks ago,1,
2442,Residential Plot,4500000,Bahria Orchard,5.0,4 weeks ago,1,
2443,Residential Plot,7000000,Bahria Orchard,10.0,4 weeks ago,1,
2444,Residential Plot,7200000,Bahria Orchard,10.0,4 weeks ago,1,
2445,Residential Plot,7500000,Bahria Orchard,10.0,4 weeks ago,1,
2446,Residential Plot,4500000,Bahria Orchard,5.0,4 weeks ago,1,
2447,Residential Plot,8200000,Bahria Orchard,10.0,4 weeks ago,1,
2448,Residential Plot,8500000,Bahria Orchard,10.0,4 weeks ago,1,
2449,Residential Plot,8400000,Bahria Orchard,10.0,4 weeks ago,1,
2450,Residential Plot,7850000,Bahria Orchard,8.0,4 weeks ago,107,
2451,Residential Plot,5600000,Bahria Orchard,10.0,4 weeks ago,1,
2452,Plot File,2700000,Bahria Orchard,10.0,4 weeks ago,32,
2453,Residential Plot,3600000,Bahria Orchard,5.0,4 weeks ago,75,
2454,Residential Plot,3600000,Bahria Orchard,5.0,1 day ago,202,
2455,Commercial Plot,16000000,Bahria Orchard,4.0,4 weeks ago,203,
2456,Commercial Plot,17500000,Bahria Orchard,4.0,1 month ago,1,
2457,Commercial Plot,17400000,Bahria Orchard,5.0,1 month ago,196,
2458,Residential Plot,11200000,Bahria Orchard,10.0,1 day ago,1,
2459,Residential Plot,9200000,Bahria Orchard,10.0,1 day ago,1,
2460,Residential Plot,5300000,Bahria Orchard,5.0,3 days ago,87,
2461,Residential Plot,4700000,Bahria Orchard,5.0,3 days ago,38,
2462,Residential Plot,6500000,Bahria Orchard,10.0,3 days ago,1,
2463,Residential Plot,4700000,Bahria Orchard,5.0,3 days ago,1,
2464,Residential Plot,7600000,Bahria Orchard,8.0,3 days ago,38,
2465,Residential Plot,12500000,Bahria Orchard,20.0,3 days ago,38,
2466,Commercial Plot,17500000,Bahria Orchard,4.0,1 month ago,204,
2467,Residential Plot,19000000,Bahria Orchard,20.0,1 month ago,1,
2468,Residential Plot,6600000,Bahria Orchard,8.0,1 month ago,1,
2469,Residential Plot,6000000,Bahria Orchard,5.0,1 month ago,1,
2470,Residential Plot,11399999,Bahria Orchard,10.0,3 days ago,205,
2471,Residential Plot,5200000,Bahria Orchard,5.0,3 days ago,162,
2472,Residential Plot,5500000,Bahria Orchard,8.0,3 days ago,205,
2473,Residential Plot,4400000,Bahria Orchard,5.0,3 days ago,1,
2474,Residential Plot,6300000,Bahria Orchard,10.0,3 days ago,162,
2475,Residential Plot,11500000,Bahria Orchard,10.0,3 days ago,162,
2476,Residential Plot,5200000,Bahria Orchard,8.0,3 days ago,1,
2477,Residential Plot,3700000,Bahria Orchard,5.0,3 days ago,1,
2478,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,1,
2479,Residential Plot,5700000,Bahria Orchard,8.0,3 days ago,1,
2480,Residential Plot,5100000,Bahria Orchard,5.0,3 days ago,38,
2481,Residential Plot,5175000,Bahria Orchard,5.0,3 days ago,38,
2482,Residential Plot,11500000,Bahria Orchard,10.0,3 days ago,107,
2483,Residential Plot,13500000,Bahria Orchard,20.0,3 days ago,162,
2484,Commercial Plot,16500000,Bahria Orchard,4.0,3 days ago,107,
2485,Residential Plot,4200000,Bahria Orchard,5.0,3 days ago,162,
2486,Residential Plot,6200000,Bahria Orchard,8.0,3 days ago,12,
2487,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,162,
2488,Residential Plot,13500000,Bahria Orchard,20.0,3 days ago,162,
2489,Residential Plot,5900000,Bahria Orchard,5.0,3 days ago,12,
2490,Residential Plot,5500000,Bahria Orchard,5.0,3 days ago,12,
2491,Residential Plot,6200000,Bahria Orchard,8.0,3 days ago,12,
2492,Residential Plot,5000000,Bahria Orchard,5.0,3 days ago,12,
2493,Residential Plot,5400000,Bahria Orchard,5.0,3 days ago,206,
2494,Residential Plot,5500000,Bahria Orchard,5.0,3 days ago,206,
2495,Residential Plot,6600000,Bahria Orchard,8.0,3 days ago,12,
2496,Residential Plot,5700000,Bahria Orchard,5.0,3 days ago,1,
2497,Residential Plot,7500000,Bahria Orchard,8.0,3 days ago,1,
2498,Residential Plot,11000000,Bahria Orchard,10.0,3 days ago,1,
2499,Residential Plot,8500000,Bahria Orchard,10.0,3 days ago,107,
2500,Residential Plot,8500000,Bahria Orchard,10.0,3 days ago,1,
2501,Residential Plot,7500000,Bahria Orchard,5.0,3 days ago,1,
2502,Residential Plot,7000000,Bahria Orchard,8.0,3 days ago,1,
2503,Residential Plot,14000000,Bahria Orchard,20.0,3 days ago,1,
2504,Residential Plot,5500000,Bahria Orchard,10.0,3 days ago,1,
2505,Residential Plot,7500000,Bahria Orchard,10.0,3 days ago,1,
2506,Residential Plot,6800000,Bahria Orchard,8.0,3 days ago,43,
2507,Residential Plot,9500000,Bahria Orchard,10.0,3 days ago,43,
2508,Commercial Plot,20000000,Bahria Orchard,10.0,3 days ago,43,
2509,Residential Plot,5600000,Bahria Orchard,5.0,3 days ago,38,
2510,Residential Plot,14500000,Bahria Orchard,18.0,3 days ago,1,
2511,Residential Plot,4400000,Bahria Orchard,5.0,3 days ago,1,
2512,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2513,Residential Plot,5800000,Bahria Orchard,10.0,3 days ago,1,
2514,Residential Plot,5700000,Bahria Orchard,8.0,3 days ago,1,
2515,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2516,Residential Plot,4800000,Bahria Orchard,5.0,3 days ago,1,
2517,Residential Plot,5600000,Bahria Orchard,8.0,3 days ago,1,
2518,Residential Plot,6200000,Bahria Orchard,5.0,3 days ago,38,
2519,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,1,
2520,Commercial Plot,19000000,Bahria Orchard,5.0,3 days ago,1,
2521,Residential Plot,6100000,Bahria Orchard,6.0,3 days ago,1,
2522,Residential Plot,6500000,Bahria Orchard,5.0,3 days ago,1,
2523,Residential Plot,4100000,Bahria Orchard,5.0,3 days ago,1,
2524,Commercial Plot,25500000,Bahria Orchard,5.0,3 days ago,1,
2525,Residential Plot,6500000,Bahria Orchard,10.0,3 days ago,1,
2526,Residential Plot,10000000,Bahria Orchard,10.0,3 days ago,1,
2527,Residential Plot,3575000,Bahria Orchard,5.0,3 days ago,38,
2528,Residential Plot,8500000,Bahria Orchard,8.0,3 days ago,1,
2529,Residential Plot,7900000,Bahria Orchard,8.0,3 days ago,1,
2530,Residential Plot,13100000,Bahria Orchard,10.0,3 days ago,1,
2531,Residential Plot,12700000,Bahria Orchard,10.0,3 days ago,1,
2532,Residential Plot,12300000,Bahria Orchard,10.0,3 days ago,1,
2533,Residential Plot,9500000,Bahria Orchard,10.0,3 days ago,1,
2534,Residential Plot,13100000,Bahria Orchard,10.0,3 days ago,1,
2535,Residential Plot,9500000,Bahria Orchard,10.0,3 days ago,1,
2536,Residential Plot,9000000,Bahria Orchard,10.0,3 days ago,1,
2537,Residential Plot,16000000,Bahria Orchard,20.0,3 days ago,1,
2538,Residential Plot,6800000,Bahria Orchard,8.0,3 days ago,1,
2539,Residential Plot,7000000,Bahria Orchard,8.0,3 days ago,38,
2540,Residential Plot,5650000,Bahria Orchard,8.0,3 days ago,207,
2541,Residential Plot,5400000,Bahria Orchard,8.0,21 hours ago,1,
2542,Residential Plot,3600000,Bahria Orchard,5.0,1 day ago,1,
2543,Residential Plot,4890000,Bahria Orchard,5.0,3 days ago,1,
2544,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2545,Residential Plot,5700000,Bahria Orchard,8.0,3 days ago,1,
2546,Residential Plot,4800000,Bahria Orchard,5.0,3 days ago,1,
2547,Commercial Plot,19000000,Bahria Orchard,5.0,3 days ago,1,
2548,Residential Plot,5600000,Bahria Orchard,8.0,3 days ago,1,
2549,Residential Plot,7200000,Bahria Orchard,10.0,3 days ago,23,
2550,Residential Plot,8600000,Bahria Orchard,8.0,3 days ago,185,
2551,Residential Plot,6200000,Bahria Orchard,5.0,3 days ago,107,
2552,Residential Plot,4400000,Bahria Orchard,5.0,21 hours ago,1,
2553,Residential Plot,5800000,Bahria Orchard,8.0,3 days ago,38,
2554,Plot File,2600000,Bahria Orchard,8.0,3 days ago,1,
2555,Residential Plot,5000000,Bahria Orchard,10.0,3 days ago,74,
2556,Residential Plot,4500000,Bahria Orchard,5.0,3 days ago,74,
2557,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,74,
2558,Residential Plot,7000000,Bahria Orchard,10.0,3 days ago,74,
2559,Residential Plot,4200000,Bahria Orchard,5.0,3 days ago,65,
2560,Residential Plot,5000000,Bahria Orchard,5.0,3 days ago,1,
2561,Residential Plot,8500000,Bahria Orchard,10.0,3 days ago,1,
2562,Residential Plot,8500000,Bahria Orchard,10.0,3 days ago,1,
2563,Residential Plot,4500000,Bahria Orchard,5.0,3 days ago,1,
2564,Residential Plot,5800000,Bahria Orchard,10.0,3 days ago,1,
2565,Residential Plot,4800000,Bahria Orchard,5.0,3 days ago,1,
2566,Residential Plot,5800000,Bahria Orchard,10.0,3 days ago,1,
2567,Residential Plot,5200000,Bahria Orchard,10.0,3 days ago,74,
2568,Residential Plot,3200000,Bahria Orchard,5.0,3 days ago,74,
2569,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,74,
2570,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,74,
2571,Residential Plot,4000000,Bahria Orchard,8.0,3 days ago,74,
2572,Residential Plot,3300000,Bahria Orchard,5.0,3 days ago,74,
2573,Residential Plot,6000000,Bahria Orchard,8.0,3 days ago,74,
2574,Residential Plot,3600000,Bahria Orchard,5.0,3 days ago,74,
2575,Residential Plot,6200000,Bahria Orchard,8.0,3 days ago,74,
2576,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,74,
2577,Commercial Plot,16500000,Bahria Orchard,4.0,3 days ago,74,
2578,Residential Plot,3600000,Bahria Orchard,5.0,3 days ago,74,
2579,Residential Plot,3400000,Bahria Orchard,5.0,3 days ago,74,
2580,Residential Plot,5200000,Bahria Orchard,5.0,3 days ago,74,
2581,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,74,
2582,Residential Plot,5000000,Bahria Orchard,5.0,3 days ago,1,
2583,Residential Plot,8300000,Bahria Orchard,8.0,3 days ago,1,
2584,Residential Plot,6200000,Bahria Orchard,8.0,3 days ago,1,
2585,Residential Plot,4800000,Bahria Orchard,5.0,3 days ago,125,
2586,Residential Plot,5700000,Bahria Orchard,8.0,3 days ago,1,
2587,Residential Plot,10000000,Bahria Orchard,10.0,3 days ago,1,
2588,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2589,Residential Plot,5600000,Bahria Orchard,8.0,3 days ago,1,
2590,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2591,Residential Plot,14000000,Bahria Orchard,10.0,3 days ago,1,
2592,Residential Plot,14000000,Bahria Orchard,20.0,3 days ago,1,
2593,Plot File,1800000,Bahria Orchard,5.0,3 days ago,1,
2594,Residential Plot,5300000,Bahria Orchard,8.0,3 days ago,125,
2595,Residential Plot,5150000,Bahria Orchard,5.0,3 days ago,125,
2596,Residential Plot,10400000,Bahria Orchard,10.0,3 days ago,125,
2597,Residential Plot,5950000,Bahria Orchard,8.0,3 days ago,125,
2598,Residential Plot,10900000,Bahria Orchard,10.0,3 days ago,125,
2599,Residential Plot,4950000,Bahria Orchard,5.0,3 days ago,125,
2600,Residential Plot,4850000,Bahria Orchard,5.0,3 days ago,125,
2601,Residential Plot,4350000,Bahria Orchard,8.0,3 days ago,125,
2602,Residential Plot,6200000,Bahria Orchard,10.0,3 days ago,125,
2603,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,1,
2604,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,107,
2605,Residential Plot,5200000,Bahria Orchard,5.0,3 days ago,208,
2606,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,209,
2607,Residential Plot,6200000,Bahria Orchard,8.0,3 days ago,162,
2608,Residential Plot,10900000,Bahria Orchard,10.0,3 days ago,38,
2609,Residential Plot,4500000,Bahria Orchard,5.0,3 days ago,210,
2610,Residential Plot,6300000,Bahria Orchard,5.0,3 days ago,109,
2611,Residential Plot,5300000,Bahria Orchard,8.0,3 days ago,125,
2612,Residential Plot,6600000,Bahria Orchard,8.0,3 days ago,107,
2613,Residential Plot,12000000,Bahria Orchard,10.0,3 days ago,185,
2614,Residential Plot,5300000,Bahria Orchard,5.0,3 days ago,1,
2615,Residential Plot,8300000,Bahria Orchard,8.0,3 days ago,107,
2616,Residential Plot,8400000,Bahria Orchard,8.0,3 days ago,185,
2617,Commercial Plot,19000000,Bahria Orchard,5.0,3 days ago,109,
2618,Commercial Plot,24000000,Bahria Orchard,5.0,3 days ago,109,
2619,Residential Plot,4700000,Bahria Orchard,5.0,3 days ago,125,
2620,Residential Plot,5000000,Bahria Orchard,5.0,3 days ago,125,
2621,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,125,
2622,Residential Plot,6800000,Bahria Orchard,8.0,3 days ago,125,
2623,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,125,
2624,Residential Plot,14500000,Bahria Orchard,20.0,3 days ago,125,
2625,Residential Plot,5700000,Bahria Orchard,8.0,3 days ago,125,
2626,Residential Plot,7000000,Bahria Orchard,10.0,3 days ago,125,
2627,Residential Plot,4200000,Bahria Orchard,5.0,3 days ago,162,
2628,Residential Plot,5100000,Bahria Orchard,8.0,3 days ago,107,
2629,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,162,
2630,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,1,
2631,Residential Plot,5500000,Bahria Orchard,8.0,3 days ago,1,
2632,Residential Plot,6000000,Bahria Orchard,8.0,3 days ago,1,
2633,Residential Plot,4500000,Bahria Orchard,5.0,3 days ago,43,
2634,Residential Plot,5500000,Bahria Orchard,8.0,3 days ago,1,
2635,Commercial Plot,19000000,Bahria Orchard,5.0,3 days ago,1,
2636,Residential Plot,8500000,Bahria Orchard,10.0,3 days ago,1,
2637,Residential Plot,7200000,Bahria Orchard,8.0,3 days ago,1,
2638,Residential Plot,8000000,Bahria Orchard,10.0,3 days ago,43,
2639,Residential Plot,4800000,Bahria Orchard,5.0,3 days ago,1,
2640,Residential Plot,5000000,Bahria Orchard,8.0,3 days ago,117,
2641,Residential Plot,3600000,Bahria Orchard,5.0,3 days ago,117,
2642,Residential Plot,5500000,Bahria Orchard,8.0,3 days ago,117,
2643,Residential Plot,5500000,Bahria Orchard,8.0,3 days ago,117,
2644,Residential Plot,3200000,Bahria Orchard,5.0,3 days ago,170,
2645,Residential Plot,5000000,Bahria Orchard,8.0,3 days ago,117,
2646,Residential Plot,3600000,Bahria Orchard,5.0,3 days ago,117,
2647,Residential Plot,3600000,Bahria Orchard,5.0,3 days ago,117,
2648,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,117,
2649,Residential Plot,5000000,Bahria Orchard,8.0,3 days ago,117,
2650,Residential Plot,6000000,Bahria Orchard,10.0,3 days ago,211,
2651,Residential Plot,12500000,Bahria Orchard,10.0,3 days ago,1,
2652,Commercial Plot,16500000,Bahria Orchard,5.0,3 days ago,1,
2653,Residential Plot,5200000,Bahria Orchard,5.0,3 days ago,43,
2654,Residential Plot,4600000,Bahria Orchard,10.0,3 days ago,117,
2655,Residential Plot,4600000,Bahria Orchard,10.0,1 day ago,117,
2656,Residential Plot,6800000,Bahria Orchard,10.0,3 days ago,170,
2657,Residential Plot,6500000,Bahria Orchard,10.0,3 days ago,1,
2658,Residential Plot,6000000,Bahria Orchard,5.0,3 days ago,212,
2659,Residential Plot,5100000,Bahria Orchard,5.0,3 days ago,1,
2660,Residential Plot,5400000,Bahria Orchard,8.0,3 days ago,1,
2661,Residential Plot,600000,Bahria Orchard,5.0,1 day ago,213,
2662,Residential Plot,4500000,Bahria Orchard,5.0,3 days ago,74,
2663,Residential Plot,3600000,Bahria Orchard,5.0,3 days ago,154,
2664,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,214,
2665,Residential Plot,4000000,Bahria Orchard,5.0,3 days ago,74,
2666,Residential Plot,8500000,Bahria Orchard,8.0,3 days ago,87,
2667,Residential Plot,5200000,Bahria Orchard,5.0,3 days ago,30,
2668,Residential Plot,12000000,Bahria Orchard,10.0,3 days ago,215,
2669,Residential Plot,4600000,Bahria Orchard,5.0,3 days ago,1,
2670,Residential Plot,6400000,Bahria Orchard,8.0,3 days ago,1,
2671,Residential Plot,5900000,Bahria Orchard,10.0,3 days ago,1,
2672,Residential Plot,4400000,Bahria Orchard,5.0,3 days ago,1,
2673,Residential Plot,5900000,Bahria Orchard,8.0,3 days ago,1,
2674,Residential Plot,5700000,Bahria Orchard,8.0,3 days ago,1,
2675,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2676,Residential Plot,3900000,Bahria Orchard,5.0,3 days ago,1,
2677,Residential Plot,5800000,Bahria Orchard,10.0,3 days ago,1,
2678,Residential Plot,4500000,Bahria Orchard,5.0,3 days ago,1,
2679,Residential Plot,10000000,Bahria Orchard,10.0,3 days ago,1,
2680,Residential Plot,5000000,Bahria Orchard,5.0,3 days ago,1,
2681,Residential Plot,4600000,Bahria Orchard,5.0,3 days ago,1,
2682,Residential Plot,3800000,Bahria Orchard,5.0,3 days ago,1,
2683,Commercial Plot,17500000,Bahria Orchard,5.0,3 days ago,1,
2684,Commercial Plot,29500000,Bahria Orchard,8.0,3 days ago,1,
2685,Commercial Plot,17500000,Bahria Orchard,5.0,3 days ago,1,
2686,Commercial Plot,29500000,Bahria Orchard,8.0,3 days ago,1,
2687,Residential Plot,9000000,Bahria Orchard,8.0,3 days ago,87,
2688,Residential Plot,9000000,Bahria Orchard,8.0,3 days ago,87,
2689,Residential Plot,9000000,Bahria Orchard,8.0,3 days ago,87,
2690,Commercial Plot,16000000,Bahria Orchard,4.0,3 days ago,1,
2691,Residential Plot,10000000,Bahria Orchard,10.0,3 days ago,1,
2692,Residential Plot,12700000,Bahria Orchard,10.0,3 days ago,1,
2693,Residential Plot,6700000,Bahria Orchard,6.0,1 day ago,216,
2694,Residential Plot,7700000,Bahria Orchard,8.0,1 day ago,216,
2695,Residential Plot,4800000,Bahria Orchard,5.0,4 days ago,57,
2696,Residential Plot,6500000,Bahria Orchard,8.0,4 days ago,1,
2697,Residential Plot,6500000,Bahria Orchard,8.0,4 days ago,1,
2698,Residential Plot,5500000,Bahria Orchard,5.0,4 days ago,1,
2699,Residential Plot,7500000,Bahria Orchard,8.0,4 days ago,1,
2700,Residential Plot,5500000,Bahria Orchard,5.0,4 days ago,1,
2701,Residential Plot,8000000,Bahria Orchard,10.0,4 days ago,1,
2702,Residential Plot,8700000,Bahria Orchard,10.0,4 days ago,1,
2703,Commercial Plot,29500000,Bahria Orchard,8.0,4 days ago,1,
2704,Residential Plot,7000000,Bahria Orchard,10.0,4 days ago,1,
2705,Residential Plot,11500000,Bahria Orchard,10.0,4 days ago,1,
2706,Residential Plot,12700000,Bahria Orchard,10.0,4 days ago,1,
2707,Commercial Plot,18000000,Bahria Orchard,5.0,4 days ago,1,
2708,Residential Plot,12500000,Bahria Orchard,10.0,4 days ago,217,
2709,Residential Plot,4000000,Bahria Orchard,5.0,4 days ago,38,
2710,Residential Plot,4600000,Bahria Orchard,5.0,4 days ago,107,
2711,Residential Plot,7300000,Bahria Orchard,8.0,4 days ago,107,
2712,Residential Plot,7400000,Bahria Orchard,8.0,4 days ago,155,
2713,Residential Plot,5700000,Bahria Orchard,5.0,4 days ago,155,
2714,Residential Plot,5500000,Bahria Orchard,5.0,4 days ago,155,
