,Type,Price,Location,Area,Creation date,Amenities,Installment value
19704,Commercial Plot,110000000,DHA Defence,8.0,5 days ago,162,
19705,Commercial Plot,115000000,DHA Defence,8.0,5 days ago,401,
19706,Commercial Plot,65000000,DHA Defence,4.0,5 days ago,162,
19707,Commercial Plot,52500000,DHA Defence,4.0,5 days ago,162,
19708,Commercial Plot,57500000,DHA Defence,4.0,5 days ago,162,
19709,Residential Plot,260000000,DHA Defence,80.0,5 days ago,162,
19710,Commercial Plot,210000000,DHA Defence,8.0,5 days ago,162,
19711,Commercial Plot,55000000,DHA Defence,4.0,5 days ago,162,
19712,Residential Plot,360000000,DHA Defence,80.0,5 days ago,162,
19713,Residential Plot,260000000,DHA Defence,80.0,5 days ago,162,
19714,Residential Plot,11500000,DHA Defence,5.0,5 days ago,162,
19715,Residential Plot,12500000,DHA Defence,5.0,5 days ago,162,
19716,Commercial Plot,75000000,DHA Defence,4.0,5 days ago,162,
19717,Commercial Plot,74000000,DHA Defence,4.0,5 days ago,115,
19718,Residential Plot,12000000,DHA Defence,5.0,5 days ago,190,
19719,Residential Plot,12000000,DHA Defence,5.0,5 days ago,162,
19720,Residential Plot,35000000,DHA Defence,20.0,5 days ago,190,
19721,Residential Plot,30700000,DHA Defence,20.0,5 days ago,115,
19722,Residential Plot,30500000,DHA Defence,20.0,5 days ago,1156,
19723,Residential Plot,33000000,DHA Defence,20.0,5 days ago,115,
19724,Residential Plot,23000000,DHA Defence,20.0,5 days ago,115,
19725,Residential Plot,28500000,DHA Defence,20.0,5 days ago,348,
19726,Residential Plot,50000000,DHA Defence,20.0,5 days ago,1157,
19727,Residential Plot,58500000,DHA Defence,40.0,5 days ago,348,
19728,Residential Plot,24500000,DHA Defence,20.0,5 days ago,1158,
19729,Residential Plot,18500000,DHA Defence,10.0,5 days ago,262,
19730,Residential Plot,10700000,DHA Defence,5.0,5 days ago,262,
19731,Residential Plot,10700000,DHA Defence,5.0,5 days ago,262,
19732,Commercial Plot,100000000,DHA Defence,8.0,5 days ago,262,
19733,Residential Plot,26500000,DHA Defence,20.0,5 days ago,1,
19734,Residential Plot,38000000,DHA Defence,20.0,5 days ago,1,
19735,Residential Plot,24500000,DHA Defence,20.0,5 days ago,829,
19736,Residential Plot,24000000,DHA Defence,20.0,5 days ago,829,
19737,Residential Plot,28000000,DHA Defence,20.0,5 days ago,829,
19738,Residential Plot,26000000,DHA Defence,20.0,5 days ago,829,
19739,Residential Plot,29000000,DHA Defence,20.0,5 days ago,829,
19740,Residential Plot,25500000,DHA Defence,20.0,5 days ago,829,
19741,Residential Plot,49000000,DHA Defence,20.0,5 days ago,1,
19742,Residential Plot,124000000,DHA Defence,50.0,5 days ago,1,
19743,Residential Plot,29000000,DHA Defence,20.0,5 days ago,1,
19744,Residential Plot,21500000,DHA Defence,20.0,5 days ago,57,
19745,Commercial Plot,22500000,DHA Defence,2.0,5 days ago,75,
19746,Residential Plot,6500000,DHA Defence,5.0,5 days ago,1,
19747,Residential Plot,10700000,DHA Defence,5.0,5 days ago,1,
19748,Commercial Plot,160000000,DHA Defence,8.0,5 days ago,1,
19749,Commercial Plot,29500000,DHA Defence,4.0,5 days ago,1,
19750,Plot File,5050000,DHA Defence,5.0,5 days ago,1,
19751,Plot File,6600000,DHA Defence,10.0,5 days ago,1,
19752,Commercial Plot,45000000,DHA Defence,4.0,5 days ago,579,
19753,Residential Plot,15500000,DHA Defence,10.0,5 days ago,1,
19754,Commercial Plot,55000000,DHA Defence,4.0,5 days ago,1,
19755,Commercial Plot,54000000,DHA Defence,4.0,5 days ago,1159,
19756,Residential Plot,12200000,DHA Defence,5.0,5 days ago,1,
19757,Residential Plot,34000000,DHA Defence,20.0,5 days ago,1,
19758,Residential Plot,11200000,DHA Defence,5.0,5 days ago,1,
19759,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
19760,Residential Plot,10600000,DHA Defence,5.0,5 days ago,1,
19761,Residential Plot,11500000,DHA Defence,5.0,5 days ago,1,
19762,Residential Plot,12600000,DHA Defence,5.0,5 days ago,1,
19763,Residential Plot,10000000,DHA Defence,5.0,5 days ago,1,
19764,Residential Plot,12300000,DHA Defence,5.0,5 days ago,1,
19765,Residential Plot,11800000,DHA Defence,5.0,5 days ago,1,
19766,Residential Plot,12000000,DHA Defence,5.0,5 days ago,1,
19767,Residential Plot,47500000,DHA Defence,20.0,5 days ago,682,
19768,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
19769,Residential Plot,42500000,DHA Defence,20.0,5 days ago,1,
19770,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
19771,Residential Plot,12500000,DHA Defence,5.0,5 days ago,1,
19772,Residential Plot,21500000,DHA Defence,20.0,5 days ago,1,
19773,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19774,Residential Plot,8500000,DHA Defence,5.0,5 days ago,1,
19775,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19776,Commercial Plot,142500000,DHA Defence,8.0,2 days ago,1,
19777,Residential Plot,27000000,DHA Defence,10.0,2 days ago,1,
19778,Residential Plot,24500000,DHA Defence,20.0,5 days ago,1,
19779,Residential Plot,26000000,DHA Defence,20.0,5 days ago,1,
19780,Residential Plot,31500000,DHA Defence,20.0,5 days ago,1,
19781,Residential Plot,28000000,DHA Defence,20.0,5 days ago,1,
19782,Residential Plot,33000000,DHA Defence,20.0,5 days ago,1,
19783,Residential Plot,21000000,DHA Defence,20.0,5 days ago,1,
19784,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19785,Residential Plot,55000000,DHA Defence,30.0,5 days ago,1,
19786,Residential Plot,65000000,DHA Defence,24.0,5 days ago,1,
19787,Residential Plot,33500000,DHA Defence,20.0,5 days ago,1,
19788,Residential Plot,10300000,DHA Defence,5.0,5 days ago,1,
19789,Residential Plot,130000000,DHA Defence,40.0,5 days ago,1,
19790,Residential Plot,35000000,DHA Defence,20.0,5 days ago,1,
19791,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19792,Residential Plot,180000000,DHA Defence,60.0,5 days ago,1,
19793,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
19794,Residential Plot,10600000,DHA Defence,5.0,5 days ago,1,
19795,Residential Plot,11500000,DHA Defence,5.0,5 days ago,1,
19796,Residential Plot,12600000,DHA Defence,5.0,5 days ago,1,
19797,Residential Plot,10000000,DHA Defence,5.0,5 days ago,1,
19798,Residential Plot,12300000,DHA Defence,5.0,5 days ago,1,
19799,Residential Plot,11800000,DHA Defence,5.0,5 days ago,1,
19800,Residential Plot,12000000,DHA Defence,5.0,5 days ago,1,
19801,Residential Plot,47500000,DHA Defence,20.0,5 days ago,682,
19802,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
19803,Residential Plot,42500000,DHA Defence,20.0,5 days ago,1,
19804,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
19805,Residential Plot,12500000,DHA Defence,5.0,5 days ago,1,
19806,Residential Plot,21500000,DHA Defence,20.0,5 days ago,1,
19807,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19808,Residential Plot,8500000,DHA Defence,5.0,5 days ago,1,
19809,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19810,Commercial Plot,142500000,DHA Defence,8.0,2 days ago,1,
19811,Residential Plot,27000000,DHA Defence,10.0,2 days ago,1,
19812,Residential Plot,24500000,DHA Defence,20.0,5 days ago,1,
19813,Residential Plot,26000000,DHA Defence,20.0,5 days ago,1,
19814,Residential Plot,31500000,DHA Defence,20.0,5 days ago,1,
19815,Residential Plot,28000000,DHA Defence,20.0,5 days ago,1,
19816,Residential Plot,33000000,DHA Defence,20.0,5 days ago,1,
19817,Residential Plot,21000000,DHA Defence,20.0,5 days ago,1,
19818,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19819,Residential Plot,55000000,DHA Defence,30.0,5 days ago,1,
19820,Residential Plot,65000000,DHA Defence,24.0,5 days ago,1,
19821,Residential Plot,33500000,DHA Defence,20.0,5 days ago,1,
19822,Residential Plot,10300000,DHA Defence,5.0,5 days ago,1,
19823,Residential Plot,130000000,DHA Defence,40.0,5 days ago,1,
19824,Residential Plot,35000000,DHA Defence,20.0,5 days ago,1,
19825,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19826,Residential Plot,180000000,DHA Defence,60.0,5 days ago,1,
19827,Residential Plot,25500000,DHA Defence,20.0,5 days ago,116,
19828,Residential Plot,21800000,DHA Defence,20.0,5 days ago,870,
19829,Residential Plot,21000000,DHA Defence,20.0,5 days ago,1,
19830,Residential Plot,29500000,DHA Defence,20.0,5 days ago,1,
19831,Residential Plot,26000000,DHA Defence,20.0,5 days ago,1,
19832,Residential Plot,26000000,DHA Defence,20.0,5 days ago,1,
19833,Residential Plot,27000000,DHA Defence,20.0,5 days ago,1,
19834,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19835,Residential Plot,29500000,DHA Defence,20.0,5 days ago,1,
19836,Residential Plot,35000000,DHA Defence,20.0,5 days ago,1,
19837,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19838,Residential Plot,10500000,DHA Defence,5.0,1 day ago,1,
19839,Residential Plot,33000000,DHA Defence,20.0,5 days ago,1,
19840,Residential Plot,23500000,DHA Defence,20.0,5 days ago,323,
19841,Residential Plot,38000000,DHA Defence,20.0,5 days ago,1,
19842,Residential Plot,38000000,DHA Defence,20.0,5 days ago,1,
19843,Residential Plot,39500000,DHA Defence,20.0,5 days ago,1,
19844,Residential Plot,40000000,DHA Defence,20.0,5 days ago,1,
19845,Residential Plot,24000000,DHA Defence,20.0,1 day ago,1026,
19846,Residential Plot,20500000,DHA Defence,20.0,5 days ago,1,
19847,Residential Plot,7800000,DHA Defence,5.0,5 days ago,1160,
19848,Residential Plot,20299999,DHA Defence,20.0,5 days ago,1,
19849,Residential Plot,26500000,DHA Defence,20.0,5 days ago,15,
19850,Residential Plot,24000000,DHA Defence,20.0,5 days ago,15,
19851,Residential Plot,23500000,DHA Defence,20.0,5 days ago,15,
19852,Residential Plot,27500000,DHA Defence,20.0,5 days ago,15,
19853,Residential Plot,14000000,DHA Defence,5.0,5 days ago,38,
19854,Residential Plot,27500000,DHA Defence,20.0,5 days ago,15,
19855,Residential Plot,23000000,DHA Defence,20.0,5 days ago,15,
19856,Residential Plot,28000000,DHA Defence,20.0,5 days ago,15,
19857,Residential Plot,12200000,DHA Defence,5.0,5 days ago,107,
19858,Residential Plot,7500000,DHA Defence,5.0,5 days ago,323,
19859,Residential Plot,26500000,DHA Defence,20.0,5 days ago,15,
19860,Residential Plot,10500000,DHA Defence,5.0,5 days ago,107,
19861,Residential Plot,20000000,DHA Defence,20.0,5 days ago,15,
19862,Residential Plot,30000000,DHA Defence,20.0,5 days ago,15,
19863,Residential Plot,23000000,DHA Defence,20.0,5 days ago,266,
19864,Commercial Plot,35000000,DHA Defence,4.0,5 days ago,521,
19865,Residential Plot,8200000,DHA Defence,5.0,5 days ago,1161,
19866,Residential Plot,27000000,DHA Defence,20.0,5 days ago,15,
19867,Residential Plot,25000000,DHA Defence,20.0,5 days ago,15,
19868,Residential Plot,31500000,DHA Defence,20.0,5 days ago,15,
19869,Residential Plot,19500000,DHA Defence,20.0,5 days ago,1162,
19870,Residential Plot,31500000,DHA Defence,20.0,5 days ago,15,
19871,Residential Plot,7600000,DHA Defence,5.0,2 days ago,1,
19872,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19873,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19874,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19875,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19876,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19877,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19878,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19879,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19880,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
19881,Residential Plot,34500000,DHA Defence,20.0,5 days ago,1,
19882,Residential Plot,117000000,DHA Defence,40.0,5 days ago,1,
19883,Residential Plot,25000000,DHA Defence,20.0,5 days ago,98,
19884,Residential Plot,24500000,DHA Defence,20.0,5 days ago,15,
19885,Residential Plot,92000000,DHA Defence,40.0,5 days ago,1,
19886,Residential Plot,35500000,DHA Defence,20.0,1 day ago,1,
19887,Residential Plot,24500000,DHA Defence,10.0,1 day ago,1,
19888,Residential Plot,30500000,DHA Defence,20.0,1 day ago,1,
19889,Residential Plot,19500000,DHA Defence,20.0,5 days ago,15,
19890,Residential Plot,32000000,DHA Defence,10.0,1 day ago,1,
19891,Residential Plot,27300000,DHA Defence,20.0,1 day ago,1,
19892,Residential Plot,12500000,DHA Defence,5.0,1 day ago,1,
19893,Residential Plot,52500000,DHA Defence,20.0,1 day ago,1,
19894,Residential Plot,24000000,DHA Defence,20.0,5 days ago,15,
19895,Residential Plot,17000000,DHA Defence,20.0,5 days ago,15,
19896,Residential Plot,20500000,DHA Defence,20.0,5 days ago,15,
19897,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19898,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19899,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19900,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19901,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19902,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19903,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19904,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19905,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19906,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19907,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19908,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19909,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19910,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19911,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19912,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19913,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19914,Residential Plot,33500000,DHA Defence,20.0,5 days ago,1,
19915,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19916,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19917,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19918,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19919,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19920,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19921,Commercial Plot,140000000,DHA Defence,4.0,5 days ago,1,
19922,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19923,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19924,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19925,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19926,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19927,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19928,Residential Plot,24000000,DHA Defence,20.0,5 days ago,15,
19929,Residential Plot,17000000,DHA Defence,20.0,5 days ago,15,
19930,Residential Plot,20500000,DHA Defence,20.0,5 days ago,15,
19931,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19932,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19933,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19934,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19935,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19936,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19937,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19938,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19939,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19940,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19941,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19942,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19943,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19944,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19945,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19946,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19947,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19948,Residential Plot,33500000,DHA Defence,20.0,5 days ago,1,
19949,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19950,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19951,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19952,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19953,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19954,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19955,Commercial Plot,140000000,DHA Defence,4.0,5 days ago,1,
19956,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19957,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19958,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19959,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19960,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19961,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19962,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19963,Residential Plot,17500000,DHA Defence,10.0,5 days ago,1,
19964,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19965,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19966,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19967,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19968,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19969,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19970,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19971,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19972,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19973,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19974,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19975,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19976,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19977,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19978,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19979,Residential Plot,10500000,DHA Defence,5.0,5 days ago,356,
19980,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19981,Residential Plot,11200000,DHA Defence,5.0,5 days ago,356,
19982,Residential Plot,40000000,DHA Defence,20.0,5 days ago,1,
19983,Residential Plot,8500000,DHA Defence,5.0,5 days ago,1,
19984,Residential Plot,33500000,DHA Defence,20.0,5 days ago,1,
19985,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
19986,Residential Plot,14500000,DHA Defence,5.0,5 days ago,1,
19987,Residential Plot,34500000,DHA Defence,20.0,5 days ago,1,
19988,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
19989,Residential Plot,36500000,DHA Defence,20.0,5 days ago,328,
19990,Residential Plot,28500000,DHA Defence,20.0,5 days ago,958,
19991,Residential Plot,27000000,DHA Defence,20.0,5 days ago,1,
19992,Residential Plot,27000000,DHA Defence,20.0,5 days ago,328,
19993,Residential Plot,27000000,DHA Defence,20.0,5 days ago,328,
19994,Residential Plot,43000000,DHA Defence,20.0,5 days ago,93,
19995,Residential Plot,48000000,DHA Defence,20.0,5 days ago,328,
19996,Residential Plot,33000000,DHA Defence,20.0,5 days ago,328,
19997,Residential Plot,60000000,DHA Defence,50.0,5 days ago,1,
19998,Residential Plot,33000000,DHA Defence,20.0,5 days ago,1,
19999,Residential Plot,9500000,DHA Defence,5.0,5 days ago,1,
20000,Residential Plot,9500000,DHA Defence,5.0,5 days ago,1,
20001,Residential Plot,28000000,DHA Defence,20.0,5 days ago,220,
20002,Residential Plot,49500000,DHA Defence,20.0,5 days ago,328,
20003,Residential Plot,50000000,DHA Defence,20.0,5 days ago,93,
20004,Commercial Plot,38500000,DHA Defence,4.0,5 days ago,1,
20005,Residential Plot,27000000,DHA Defence,20.0,5 days ago,328,
20006,Residential Plot,56000000,DHA Defence,40.0,5 days ago,1,
20007,Residential Plot,33000000,DHA Defence,20.0,5 days ago,328,
20008,Residential Plot,26000000,DHA Defence,20.0,5 days ago,328,
20009,Residential Plot,17200000,DHA Defence,8.0,5 days ago,1,
20010,Residential Plot,18000000,DHA Defence,8.0,5 days ago,1,
20011,Residential Plot,9800000,DHA Defence,5.0,5 days ago,1,
20012,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20013,Residential Plot,22799999,DHA Defence,9.0,5 days ago,1,
20014,Residential Plot,23000000,DHA Defence,9.0,5 days ago,1,
20015,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20016,Residential Plot,17500000,DHA Defence,8.0,5 days ago,1,
20017,Residential Plot,10400000,DHA Defence,5.0,5 days ago,1,
20018,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20019,Residential Plot,10500000,DHA Defence,5.0,5 days ago,1,
20020,Residential Plot,24000000,DHA Defence,20.0,5 days ago,1,
20021,Residential Plot,25000000,DHA Defence,20.0,5 days ago,1,
20022,Residential Plot,17000000,DHA Defence,10.0,5 days ago,1,
20023,Residential Plot,18800000,DHA Defence,10.0,5 days ago,1,
20024,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20025,Residential Plot,30200000,DHA Defence,20.0,5 days ago,1,
20026,Residential Plot,26000000,DHA Defence,10.0,5 days ago,1,
20027,Residential Plot,12400000,DHA Defence,5.0,5 days ago,1,
20028,Residential Plot,12200000,DHA Defence,5.0,5 days ago,1,
20029,Residential Plot,9500000,DHA Defence,5.0,5 days ago,1,
20030,Residential Plot,35500000,DHA Defence,20.0,5 days ago,1,
20031,Residential Plot,27000000,DHA Defence,20.0,5 days ago,1,
20032,Residential Plot,18200000,DHA Defence,10.0,5 days ago,1,
20033,Residential Plot,16200000,DHA Defence,10.0,5 days ago,1,
20034,Residential Plot,21500000,DHA Defence,20.0,5 days ago,1,
20035,Residential Plot,40000000,DHA Defence,40.0,5 days ago,1,
20036,Residential Plot,49500000,DHA Defence,20.0,5 days ago,328,
20037,Residential Plot,50000000,DHA Defence,20.0,5 days ago,93,
20038,Commercial Plot,38500000,DHA Defence,4.0,5 days ago,1,
20039,Residential Plot,27000000,DHA Defence,20.0,5 days ago,328,
20040,Residential Plot,56000000,DHA Defence,40.0,5 days ago,1,
20041,Residential Plot,33000000,DHA Defence,20.0,5 days ago,328,
20042,Residential Plot,26000000,DHA Defence,20.0,5 days ago,328,
20043,Residential Plot,17200000,DHA Defence,8.0,5 days ago,1,
20044,Residential Plot,18000000,DHA Defence,8.0,5 days ago,1,
20045,Residential Plot,9800000,DHA Defence,5.0,5 days ago,1,
20046,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20047,Residential Plot,22799999,DHA Defence,9.0,5 days ago,1,
20048,Residential Plot,23000000,DHA Defence,9.0,5 days ago,1,
20049,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20050,Residential Plot,17500000,DHA Defence,8.0,5 days ago,1,
20051,Residential Plot,10400000,DHA Defence,5.0,5 days ago,1,
20052,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20053,Residential Plot,10500000,DHA Defence,5.0,5 days ago,1,
20054,Residential Plot,24000000,DHA Defence,20.0,5 days ago,1,
20055,Residential Plot,25000000,DHA Defence,20.0,5 days ago,1,
20056,Residential Plot,17000000,DHA Defence,10.0,5 days ago,1,
20057,Residential Plot,18800000,DHA Defence,10.0,5 days ago,1,
20058,Residential Plot,11000000,DHA Defence,5.0,5 days ago,1,
20059,Residential Plot,30200000,DHA Defence,20.0,5 days ago,1,
20060,Residential Plot,26000000,DHA Defence,10.0,5 days ago,1,
20061,Residential Plot,12400000,DHA Defence,5.0,5 days ago,1,
20062,Residential Plot,12200000,DHA Defence,5.0,5 days ago,1,
20063,Residential Plot,24000000,DHA Defence,20.0,5 days ago,323,
20064,Residential Plot,25000000,DHA Defence,20.0,5 days ago,323,
20065,Residential Plot,77500000,DHA Defence,40.0,5 days ago,1163,
20066,Residential Plot,77500000,DHA Defence,40.0,5 days ago,1163,
20067,Residential Plot,37000000,DHA Defence,20.0,5 days ago,704,
20068,Residential Plot,24000000,DHA Defence,20.0,5 days ago,93,
20069,Residential Plot,61000000,DHA Defence,40.0,5 days ago,290,
20070,Residential Plot,24500000,DHA Defence,20.0,5 days ago,323,
20071,Residential Plot,30000000,DHA Defence,20.0,5 days ago,290,
20072,Plot File,6200000,DHA Defence,10.0,5 days ago,1,
20073,Residential Plot,22500000,DHA Defence,20.0,5 days ago,323,
20074,Residential Plot,60000000,DHA Defence,20.0,5 days ago,117,
20075,Commercial Plot,25000000,DHA Defence,2.0,5 days ago,1,
20076,Residential Plot,16000000,DHA Defence,10.0,5 days ago,1,
20077,Residential Plot,17000000,DHA Defence,10.0,5 days ago,1,
20078,Residential Plot,12000000,DHA Defence,5.0,5 days ago,1,
20079,Residential Plot,20500000,DHA Defence,20.0,5 days ago,832,
20080,Residential Plot,23500000,DHA Defence,20.0,5 days ago,832,
20081,Residential Plot,42500000,DHA Defence,20.0,5 days ago,1,
20082,Residential Plot,50000000,DHA Defence,20.0,5 days ago,1,
20083,Residential Plot,34000000,DHA Defence,20.0,5 days ago,1,
20084,Residential Plot,32500000,DHA Defence,20.0,5 days ago,1,
20085,Residential Plot,10200000,DHA Defence,5.0,5 days ago,89,
20086,Residential Plot,8500000,DHA Defence,5.0,5 days ago,89,
20087,Residential Plot,7500000,DHA Defence,5.0,5 days ago,89,
20088,Residential Plot,9500000,DHA Defence,5.0,5 days ago,89,
20089,Residential Plot,10500000,DHA Defence,5.0,5 days ago,89,
20090,Residential Plot,10500000,DHA Defence,5.0,5 days ago,89,
20091,Residential Plot,10500000,DHA Defence,5.0,5 days ago,89,
20092,Residential Plot,10500000,DHA Defence,5.0,5 days ago,89,
20093,Residential Plot,10700000,DHA Defence,5.0,5 days ago,89,
20094,Residential Plot,7500000,DHA Defence,5.0,5 days ago,89,
20095,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
20096,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
20097,Residential Plot,12200000,DHA Defence,5.0,5 days ago,1,
20098,Residential Plot,30000000,DHA Defence,20.0,5 days ago,1,
20099,Residential Plot,10800000,DHA Defence,5.0,5 days ago,1,
20100,Residential Plot,12000000,DHA Defence,5.0,5 days ago,1,
20101,Residential Plot,12000000,DHA Defence,5.0,5 days ago,1,
20102,Residential Plot,28000000,DHA Defence,10.0,6 days ago,870,
20103,Residential Plot,27000000,DHA Defence,20.0,6 days ago,89,
20104,Residential Plot,32500000,DHA Defence,20.0,6 days ago,89,
20105,Plot File,11000000,DHA Defence,10.0,6 days ago,1,
20106,Plot File,17500000,DHA Defence,20.0,6 days ago,1,
20107,Plot File,6300000,DHA Defence,5.0,6 days ago,1,
20108,Plot File,5700000,DHA Defence,5.0,6 days ago,1,
20109,Plot File,12000000,DHA Defence,10.0,6 days ago,1,
20110,Plot File,12000000,DHA Defence,20.0,6 days ago,1,
20111,Residential Plot,26500000,DHA Defence,20.0,6 days ago,89,
20112,Plot File,5500000,DHA Defence,5.0,6 days ago,1,
20113,Residential Plot,28500000,DHA Defence,20.0,6 days ago,89,
