,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
215,Residential Plot,PKR2.8 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
216,Residential Plot,PKR1.9 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
217,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
218,Residential Plot,PKR2.15 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
219,Commercial Plot,PKR2.65 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
220,Commercial Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
221,Residential Plot,PKR2.8 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
222,Commercial Plot,PKR2.5 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
223,Commercial Plot,PKR2.65 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
224,Commercial Plot,PKR2.65 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
225,Residential Plot,PKR3.25 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
226,Commercial Plot,PKR2.3 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
227,Commercial Plot,PKR2.4 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
228,Commercial Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
229,Residential Plot,PKR45 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
230,Residential Plot,PKR3.25 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
231,Residential Plot,PKR2.4 Crore,"State Life Housing Society, Lahore, Punjab",-,18 Marla,For Sale,-,5 days ago,
232,Residential Plot,PKR1.8 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
233,Residential Plot,PKR2 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
234,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
235,Residential Plot,PKR65 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
236,Residential Plot,PKR65 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
237,Residential Plot,PKR1.9 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
238,Residential Plot,PKR45 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
239,Residential Plot,PKR42 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
240,Residential Plot,PKR62 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
241,Residential Plot,PKR2.9 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
242,Residential Plot,PKR2.4 Crore,"State Life Housing Society, Lahore, Punjab",-,18 Marla,For Sale,-,5 days ago,
243,Residential Plot,PKR2.7 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
244,Residential Plot,PKR3.25 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
245,Residential Plot,PKR3 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
246,Residential Plot,PKR2.4 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
247,Residential Plot,PKR2.45 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
