,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
26,Residential Plot,PKR1.3 Crore,"Raiwind Road, Lahore, Punjab",-,7 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
27,Residential Plot,PKR8.05 Crore,"Raiwind Road, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
28,Residential Plot,PKR43 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,15 hours ago,,,,
29,Commercial Plot,PKR5.5 Crore,"Raiwind Road, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,,,,
30,Residential Plot,PKR34.5 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 hours ago,,PKR13 Lakh,PKR25 Thousand,42 Months
31,Residential Plot,PKR1.5 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
32,Residential Plot,PKR3.3 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,12 hours ago,,,,
33,Residential Plot,PKR37 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,,,,
34,Plot File,PKR25 Lakh,"Raiwind Road, Lahore, Punjab",-,4 Marla,For Sale,-,1 day ago,,,,
35,Residential Plot,PKR35 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
36,Residential Plot,PKR45.5 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
37,Residential Plot,PKR1.55 Crore,"Raiwind Road, Lahore, Punjab",-,10 Marla,For Sale,-,2 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
38,Residential Plot,PKR1.85 Crore,"Raiwind Road, Lahore, Punjab",-,10 Marla,For Sale,-,2 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
39,Residential Plot,PKR33 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
40,Residential Plot,PKR34 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
41,Residential Plot,PKR41 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
