,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
58,Residential Plot,PKR2 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants"
59,Commercial Plot,PKR2.8 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms)"
60,Residential Plot,PKR3.25 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants"
61,Residential Plot,PKR1 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants"
62,Residential Plot,PKR2.25 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants"
63,Residential Plot,PKR2.5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
64,Residential Plot,PKR90 Lakh,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
65,Commercial Plot,PKR8 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
66,Commercial Plot,PKR3.2 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
67,Commercial Plot,PKR7 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
68,Residential Plot,PKR2.55 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
69,Residential Plot,PKR3 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
70,Residential Plot,PKR2.3 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
71,Commercial Plot,PKR18 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
72,Commercial Plot,PKR9 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
73,Commercial Plot,PKR14 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
74,Residential Plot,PKR3.5 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
75,Commercial Plot,PKR4 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools"
76,Commercial Plot,PKR15 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
77,Residential Plot,PKR4 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
78,Residential Plot,PKR7 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
79,Residential Plot,PKR2.9 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
80,Commercial Plot,PKR6 Crore,"Wapda Town, Lahore, Punjab",-,1.2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
81,Commercial Plot,PKR2.75 Crore,"Wapda Town, Lahore, Punjab",-,1.2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
82,Commercial Plot,PKR18 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
83,Residential Plot,PKR2.5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
84,Residential Plot,PKR3.25 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
85,Residential Plot,PKR90 Lakh,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
86,Residential Plot,PKR1.3 Crore,"Wapda Town, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
