,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
85,Residential Plot,PKR1.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
86,Residential Plot,PKR1.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,11 Marla,For Sale,-,3 days ago,,,,
87,Residential Plot,PKR1.1 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
88,Residential Plot,PKR1.25 Crore,"OPF Housing Scheme, Lahore, Punjab",-,8.2 Marla,For Sale,-,3 days ago,,,,
89,Residential Plot,PKR1.75 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
90,Residential Plot,PKR1.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
91,Residential Plot,PKR2.75 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
92,Residential Plot,PKR2.65 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
93,Residential Plot,PKR2.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
94,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,14 Marla,For Sale,-,3 days ago,,,,
95,Residential Plot,PKR2.38 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
96,Residential Plot,PKR1.55 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
97,Residential Plot,PKR2.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
98,Residential Plot,PKR1.1 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
99,Residential Plot,PKR70 Lakh,"OPF Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
100,Residential Plot,PKR1.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
