,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
35,Residential Plot,PKR10.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",PKR1.5 Lakh,PKR12 Thousand,60 Months
36,,,,,,,,,,,,
37,Plot File,PKR3.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,,,,
38,Commercial Plot,PKR50 Crore,"Ferozepur Road, Lahore, Punjab",-,10 Kanal,For Sale,-,2 days ago,,,,
39,Plot File,PKR20 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,,PKR3.25 Lakh,PKR15 Thousand,60 Months
40,Industrial Land,PKR8 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Kanal,For Sale,-,2 days ago,,,,
41,Agricultural Land,PKR9.6 Crore,"Ferozepur Road, Lahore, Punjab",-,320 Kanal,For Sale,-,3 days ago,,,,
42,Industrial Land,PKR9 Crore,"Ferozepur Road, Lahore, Punjab",-,6 Kanal,For Sale,-,3 days ago,,,,
43,Residential Plot,PKR34 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
44,Residential Plot,PKR32 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 day ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
45,Agricultural Land,PKR3.3 Arab,"Ferozepur Road, Lahore, Punjab",-,960 Kanal,For Sale,-,2 days ago,,,,
46,Industrial Land,PKR24 Crore,"Ferozepur Road, Lahore, Punjab",-,12 Kanal,For Sale,-,2 days ago,,,,
47,Plot File,PKR2.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
48,Commercial Plot,PKR50 Crore,"Ferozepur Road, Lahore, Punjab",-,10 Kanal,For Sale,-,2 days ago,,,,
49,Commercial Plot,PKR50 Crore,"Ferozepur Road, Lahore, Punjab",-,10 Kanal,For Sale,-,2 days ago,,,,
50,Commercial Plot,PKR50 Crore,"Ferozepur Road, Lahore, Punjab",-,10 Kanal,For Sale,-,2 days ago,,,,
51,Plot File,PKR3.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,,,,
52,Residential Plot,PKR43 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
53,Residential Plot,PKR78 Lakh,"Ferozepur Road, Lahore, Punjab",-,7.5 Marla,For Sale,-,3 days ago,"Possesion,Park Facing,Sewerage,Electricity,Water Supply,Sui Gas",,,
54,Industrial Land,PKR1.6 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Kanal,For Sale,-,3 days ago,,,,
55,Residential Plot,PKR23.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,"Nearby Schools,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms)",,,
56,Plot File,PKR20 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,PKR3.25 Lakh,PKR12 Thousand,60 Months
57,Residential Plot,PKR14 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",PKR2.5 Lakh,PKR11 Thousand,60 Months
58,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 hours ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",PKR4.25 Lakh,PKR16 Thousand,60 Months
59,Residential Plot,PKR14.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 hours ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",PKR2.75 Lakh,PKR10.5 Thousand,60 Months
60,Plot File,PKR22.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,,,,
61,Commercial Plot,PKR1.24 Arab,"Ferozepur Road, Lahore, Punjab",-,20.7 Kanal,For Sale,-,5 days ago,,,,
62,Residential Plot,PKR5.5 Arab,"Ferozepur Road, Lahore, Punjab",-,511 Kanal,For Sale,-,5 days ago,,,,
63,,,,,,,,,,,,
64,,,,,,,,,,,,
65,,,,,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,Residential Plot,PKR61 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
79,Industrial Land,PKR8 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Kanal,For Sale,-,2 days ago,,,,
80,Plot File,PKR13.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,PKR2.25 Lakh,PKR10 Thousand,60 Months
81,Industrial Land,PKR6.4 Crore,"Ferozepur Road, Lahore, Punjab",-,64 Kanal,For Sale,-,2 days ago,,,,
82,Industrial Land,PKR3.1 Crore,"Ferozepur Road, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,,,,
83,Agricultural Land,PKR32 Crore,"Ferozepur Road, Lahore, Punjab",-,56 Kanal,For Sale,-,3 days ago,,,,
84,Residential Plot,PKR14.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",,,
85,Commercial Plot,PKR40 Crore,"Ferozepur Road, Lahore, Punjab",-,3.2 Kanal,For Sale,-,4 days ago,"Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
86,Residential Plot,PKR48 Lakh,"Ferozepur Road, Lahore, Punjab",-,3.5 Marla,For Sale,-,4 days ago,"Possesion,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
87,Residential Plot,PKR50 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
88,Residential Plot,PKR50 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
89,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
90,Plot File,PKR4.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
91,Residential Plot,PKR14.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,6 days ago,,,,
92,Plot File,PKR2.75 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,6 days ago,,,,
93,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
94,Plot File,PKR4.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
95,Commercial Plot,PKR3.85 Crore,"Ferozepur Road, Lahore, Punjab",-,17.5 Marla,For Sale,-,6 days ago,,,,
96,Residential Plot,PKR29.75 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,1 week ago,"Possesion,Park Facing,Sewerage,Electricity",PKR8 Lakh,PKR22.73 Thousand,55 Months
97,Residential Plot,PKR20 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,PKR3.25 Lakh,PKR15 Thousand,60 Months
98,Residential Plot,PKR13.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,1 week ago,,PKR2.25 Lakh,PKR10 Thousand,60 Months
99,Residential Plot,PKR45 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
100,Residential Plot,PKR67.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
101,Plot File,PKR2.75 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,,,,
102,Plot File,PKR4.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,,,,
103,Plot File,PKR2.75 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,,,,
104,Residential Plot,PKR3.99 Crore,"Ferozepur Road, Lahore, Punjab",-,14 Marla,For Sale,-,4 days ago,,,,
105,Industrial Land,PKR58.5 Crore,"Ferozepur Road, Lahore, Punjab",-,156 Kanal,For Sale,-,5 days ago,,,,
106,Residential Plot,PKR2 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Kanal,For Sale,-,5 days ago,Security Staff,,,
107,Residential Plot,PKR80 Lakh,"Ferozepur Road, Lahore, Punjab",-,7.7 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
108,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply",,,
109,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply",,,
110,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply",,,
111,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply",,,
112,Plot File,PKR3.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,,,,
113,Residential Plot,PKR36 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
114,Residential Plot,PKR35 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,,,,
