,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
63,Residential Plot,PKR17.5 Lakh,"Shadman Enclave, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Sewerage,Electricity,Water Supply",,,
64,Residential Plot,PKR27 Lakh,"Shadman Enclave, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,Security Staff,,,
65,Residential Plot,PKR26 Lakh,"Shadman Enclave, Lahore, Punjab",-,4 Marla,For Sale,-,4 weeks ago,Security Staff,,,
66,Residential Plot,PKR70 Lakh,"Shadman Enclave, Lahore, Punjab",-,11 Marla,For Sale,-,1 month ago,"Sewerage,Electricity,Water Supply",,,
67,Residential Plot,PKR12.3 Lakh,"Shadman Enclave, Lahore, Punjab",-,3 Marla,For Sale,-,4 months ago,"Possesion,Sewerage,Electricity,Water Supply",,,
68,Residential Plot,PKR32 Lakh,"Shadman Enclave, Lahore, Punjab",-,10 Marla,For Sale,-,4 months ago,"Possesion,Sewerage,Electricity,Water Supply",,,
69,Residential Plot,PKR60 Lakh,"Shadman Enclave, Lahore, Punjab",-,1 Kanal,For Sale,-,4 months ago,"Possesion,Sewerage,Electricity,Water Supply",,,
70,Residential Plot,PKR12 Lakh,"Shadman Enclave, Lahore, Punjab",-,3 Marla,For Sale,-,4 months ago,"Sewerage,Electricity,Water Supply",,,
71,Residential Plot,PKR18 Lakh,"Shadman Enclave, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,"Possesion,Sewerage,Electricity,Water Supply",,,
72,Residential Plot,PKR17.5 Lakh,"Shadman Enclave, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,,PKR3.5 Lakh,PKR12 Thousand,58 Months
73,Residential Plot,PKR12 Lakh,"Shadman Enclave, Lahore, Punjab",-,3 Marla,For Sale,-,6 months ago,,PKR2.25 Lakh,PKR8.5 Thousand,60 Months
74,Residential Plot,PKR24 Lakh,"Shadman Enclave, Lahore, Punjab",-,5 Marla,For Sale,-,7 months ago,,,,
75,Plot File,PKR4 Lakh,"Shadman Enclave, Lahore, Punjab",-,1 Marla,For Sale,-,8 months ago,,,,
