,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
2633,Residential Plot,PKR1.75 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Security Staff",,,
2634,Residential Plot,PKR1.12 Crore,"Bahria Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Security Staff",,,
2635,Residential Plot,PKR1.15 Crore,"Bahria Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
2636,Commercial Plot,PKR1.9 Crore,"Bahria Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2637,Residential Plot,PKR1.55 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2638,Residential Plot,PKR86 Lakh,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2639,Residential Plot,PKR1.2 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2640,Residential Plot,PKR1.2 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2641,Residential Plot,PKR83 Lakh,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2642,Residential Plot,PKR1.1 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
2643,Residential Plot,PKR6 Crore,"Bahria Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 weeks ago,,,,
2644,Commercial Plot,PKR2.75 Crore,"Bahria Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
2645,Residential Plot,PKR2.2 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
2646,Residential Plot,PKR1.1 Crore,"Bahria Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
2647,Residential Plot,PKR1.2 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
2648,Residential Plot,PKR1.25 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
2649,Residential Plot,PKR1.45 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
2650,Residential Plot,PKR1.1 Crore,"Bahria Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
2651,Residential Plot,PKR1.2 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
2652,Residential Plot,PKR1.25 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
2653,Residential Plot,PKR1.45 Crore,"Bahria Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
