,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
70,Residential Plot,PKR6 Crore,"Eden, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,,,,
71,Residential Plot,PKR43 Lakh,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,3 days ago,,,,
72,Residential Plot,PKR1 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
73,Commercial Plot,PKR2.5 Crore,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,4 days ago,,,,
74,Commercial Plot,PKR4.5 Crore,"Eden, Lahore, Punjab",-,8 Marla,For Sale,-,4 days ago,,,,
75,Residential Plot,PKR3.7 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,,,,
76,Commercial Plot,PKR3.25 Crore,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,4 days ago,Security Staff,,,
77,Residential Plot,PKR3.25 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,8 hours ago,,,,
78,Residential Plot,PKR2.8 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
79,Residential Plot,PKR2.95 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
80,Residential Plot,PKR2.92 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
81,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
82,Residential Plot,PKR2.8 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
83,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
84,Residential Plot,PKR2.8 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
85,Residential Plot,PKR2.85 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
86,Residential Plot,PKR2.92 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
87,Residential Plot,PKR2 Crore,"Eden, Lahore, Punjab",-,11 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
