,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
145,Residential Plot,PKR29.4 Lakh,"GT Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
146,Residential Plot,PKR28 Lakh,"GT Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
147,Residential Plot,PKR65 Lakh,"GT Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
148,Residential Plot,PKR2.6 Crore,"GT Road, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
149,Residential Plot,PKR47.5 Lakh,"GT Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
150,Residential Plot,PKR95 Lakh,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
151,Residential Plot,PKR1.45 Crore,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
152,Residential Plot,PKR37.5 Lakh,"GT Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
153,Residential Plot,PKR60 Lakh,"GT Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
154,Commercial Plot,PKR69 Lakh,"GT Road, Lahore, Punjab",-,2.7 Marla,For Sale,-,3 days ago,,,,
155,Residential Plot,PKR64.8 Lakh,"GT Road, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
156,Residential Plot,PKR54 Lakh,"GT Road, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,,,,
157,Plot File,PKR39.6 Lakh,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
158,Plot File,PKR33 Lakh,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
159,Plot File,PKR21.6 Lakh,"GT Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
160,Residential Plot,PKR49.45 Lakh,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
161,Residential Plot,PKR53.25 Lakh,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Corner,Park Facing,File,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
162,Residential Plot,PKR34.9 Lakh,"GT Road, Lahore, Punjab",-,7 Marla,For Sale,-,3 days ago,"Corner,Park Facing,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants",,,
163,Residential Plot,PKR21 Lakh,"GT Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Possesion,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
164,Residential Plot,PKR75 Lakh,"GT Road, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
165,Plot File,PKR3 Lakh,"GT Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,,,,
166,Commercial Plot,PKR89.5 Lakh,"GT Road, Lahore, Punjab",-,4 Marla,For Sale,-,3 days ago,,PKR17.9 Lakh,PKR1.99 Lakh,36 Months
167,Residential Plot,PKR27 Lakh,"GT Road, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,,,,
168,Residential Plot,PKR34 Lakh,"GT Road, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,,,,
169,Residential Plot,PKR43.89 Lakh,"GT Road, Lahore, Punjab",-,3.8 Marla,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",,,
170,Commercial Plot,PKR1.88 Crore,"GT Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff",,,
171,Residential Plot,PKR90 Lakh,"GT Road, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,,,,
