,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
40,Residential Plot,PKR2.25 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities"
41,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,6 days ago,
42,Residential Plot,PKR6.45 Crore,"Paragon City, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,
43,Commercial Plot,PKR2.85 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,"Possesion,Corner,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Security Staff"
44,Residential Plot,PKR1.45 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff,Other Facilities"
45,Commercial Plot,PKR1.2 Crore,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,3 days ago,"Corner,Balloted,Electricity,Security Staff"
46,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,"Corner,Balloted,Electricity"
47,Commercial Plot,PKR1.55 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,
48,Residential Plot,PKR68 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,
49,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
50,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
51,Residential Plot,PKR1.1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,"Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
52,Residential Plot,PKR2.65 Crore,"Paragon City, Lahore, Punjab",-,15 Marla,For Sale,-,1 week ago,
53,Commercial Plot,PKR1.5 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,1 week ago,
54,Commercial Plot,PKR1.1 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
55,Residential Plot,PKR1.1 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
56,Residential Plot,PKR3.1 Crore,"Paragon City, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,
57,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
58,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,
59,Residential Plot,PKR2.2 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities"
60,Commercial Plot,PKR17 Crore,"Paragon City, Lahore, Punjab",-,2 Kanal,For Sale,-,2 days ago,"Possesion,Corner,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
61,Residential Plot,PKR3.1 Crore,"Paragon City, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
62,Residential Plot,PKR2.5 Crore,"Paragon City, Lahore, Punjab",-,15 Marla,For Sale,-,1 day ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
63,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
64,Residential Plot,PKR1.9 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
65,Residential Plot,PKR2.1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
66,Residential Plot,PKR2.1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
67,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
68,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,3 days ago,
69,Residential Plot,PKR2 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
70,Residential Plot,PKR2.25 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
71,Commercial Plot,PKR6.25 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,3 days ago,
72,Residential Plot,PKR4 Crore,"Paragon City, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,
73,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,
74,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
75,Residential Plot,PKR5.95 Crore,"Paragon City, Lahore, Punjab",-,2 Kanal,For Sale,-,3 weeks ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities"
76,Residential Plot,PKR2.55 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities"
77,Commercial Plot,PKR2.2 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,3 weeks ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities"
78,Residential Plot,PKR2.25 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,
79,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
80,Residential Plot,PKR1.2 Crore,"Paragon City, Lahore, Punjab",4,5 Marla,For Sale,4,3 weeks ago,
81,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
82,Residential Plot,PKR2.3 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,
83,Residential Plot,PKR1.25 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,
84,Residential Plot,PKR1.95 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,
85,Residential Plot,PKR1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
