,Type,Price,advance,Monthly installment,Remaining installments,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
208,Residential Plot,PKR34.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,
209,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
210,Commercial Plot,PKR95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Marla,For Sale,-,4 days ago,
211,Commercial Plot,PKR1.7 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,4 days ago,
212,Residential Plot,PKR98 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,4 days ago,
213,Residential Plot,PKR45 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
214,Residential Plot,PKR30 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,
215,Residential Plot,PKR27.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,
216,Residential Plot,PKR50 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
217,Residential Plot,PKR47.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
218,Residential Plot,PKR80 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
219,Residential Plot,PKR1.44 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,16 Marla,For Sale,-,4 days ago,
220,Residential Plot,PKR95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,5 days ago,
221,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
222,Residential Plot,PKR47.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
223,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
224,Residential Plot,PKR60.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
225,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
226,Residential Plot,PKR66 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
227,Residential Plot,PKR69 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
228,Residential Plot,PKR73.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
229,Residential Plot,PKR94 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
230,Residential Plot,PKR1.1 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Water Supply,Boundary Wall"
231,Residential Plot,PKR24.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
232,Residential Plot,PKR37.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
233,Residential Plot,PKR23.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,5 days ago,
234,Residential Plot,PKR67.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,5 days ago,
235,Residential Plot,PKR45.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4.3 Marla,For Sale,-,5 days ago,
236,Residential Plot,PKR46 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
237,Residential Plot,PKR45 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
238,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"File,Sewerage,Boundary Wall"
239,Residential Plot,PKR51.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,File,Sewerage,Boundary Wall"
240,Residential Plot,PKR57.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"File,Sewerage,Boundary Wall"
241,Residential Plot,PKR1.15 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
242,Residential Plot,PKR90 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,5 days ago,
243,Residential Plot,PKR35.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
244,Residential Plot,PKR36.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
245,Residential Plot,PKR32.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
246,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
247,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
248,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
249,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
250,Plot File,PKR8.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
251,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
252,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
253,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
254,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
255,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
256,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
257,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
258,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
259,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
260,Residential Plot,PKR33 Lakh,PKR8.5 Lakh,PKR35 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
261,Residential Plot,PKR8.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Water Supply,Sui Gas,Boundary Wall"
262,Residential Plot,PKR49.6 Lakh,PKR10 Lakh,PKR50 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
263,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
264,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
265,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,
266,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
267,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
268,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
269,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,
270,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
271,Residential Plot,PKR33 Lakh,PKR8.5 Lakh,PKR35 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
272,Residential Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
273,Residential Plot,PKR47.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5.5 Marla,For Sale,-,6 days ago,
274,Residential Plot,PKR47.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5.5 Marla,For Sale,-,6 days ago,
275,Plot File,PKR4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,
276,Plot File,PKR3 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,6 days ago,
277,Residential Plot,PKR33 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
278,Residential Plot,PKR44 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 hours ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Other Facilities"
279,Residential Plot,PKR39 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 hours ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Other Facilities"
280,Residential Plot,PKR41 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 hours ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Other Facilities"
281,,,,,,,,,,,,
282,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
283,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
284,Residential Plot,PKR62 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
285,Residential Plot,PKR49.6 Lakh,PKR10 Lakh,PKR50 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,1 week ago,
286,Commercial Plot,PKR67 Lakh,PKR13 Lakh,PKR65 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,1 week ago,
287,Residential Plot,PKR75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,1 week ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
288,Plot File,PKR17.85 Lakh,PKR2.85 Lakh,PKR17 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
289,Residential Plot,PKR32 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service"
290,Residential Plot,PKR24 Lakh,PKR6.2 Lakh,PKR25 Thousand,30 Months,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls"
291,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
292,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
293,Commercial Plot,PKR67 Lakh,PKR13 Lakh,PKR65 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants"
294,Residential Plot,PKR52.5 Lakh,PKR8.5 Lakh,PKR37 Thousand,59 Months,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service"
295,Residential Plot,PKR35 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places"
296,Residential Plot,PKR33 Lakh,PKR8.5 Lakh,PKR35 Thousand,30 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places"
297,Residential Plot,PKR49.6 Lakh,PKR10 Lakh,PKR50 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,1 week ago,
298,Residential Plot,PKR33 Lakh,PKR8.5 Lakh,PKR35 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
299,Residential Plot,PKR35 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
300,Plot File,PKR25 Lakh,PKR3.4 Lakh,PKR22 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
301,Plot File,PKR17.85 Lakh,PKR2.85 Lakh,PKR17 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
302,Residential Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
303,Residential Plot,PKR1.12 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
304,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
305,Residential Plot,PKR36.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
306,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
307,Residential Plot,PKR74 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
308,Residential Plot,PKR1.07 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
309,Residential Plot,PKR46 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
310,Residential Plot,PKR51.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
311,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
312,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
313,Residential Plot,PKR27.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
314,Residential Plot,PKR63 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
315,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
316,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
317,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
318,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
319,Residential Plot,PKR53 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
320,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
321,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
322,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
323,Residential Plot,PKR70 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
324,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
325,Residential Plot,PKR58.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
326,Residential Plot,PKR50 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
327,Residential Plot,PKR50 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
328,Residential Plot,PKR1.8 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,
329,Residential Plot,PKR37.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
330,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
331,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
332,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
333,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
334,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
335,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
336,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
337,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
338,Plot File,PKR4.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,2 weeks ago,
339,Commercial Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,2 weeks ago,
340,Plot File,PKR6.2 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
341,Plot File,PKR3 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
342,Plot File,PKR4.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,2 weeks ago,
343,Commercial Plot,PKR34 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,2 weeks ago,
344,Plot File,PKR8 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,2 weeks ago,
345,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
346,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
347,Commercial Plot,PKR68 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
348,Plot File,PKR10.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,
349,Commercial Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
350,Plot File,PKR4.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
351,Plot File,PKR2 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,
352,Commercial Plot,PKR67 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,2 weeks ago,
353,Plot File,PKR14 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
354,Plot File,PKR10 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,2 weeks ago,
355,Plot File,PKR8.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
356,Commercial Plot,PKR90 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,2 weeks ago,
357,Commercial Plot,PKR90 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,2 weeks ago,
358,Commercial Plot,PKR2.1 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
359,Commercial Plot,PKR1.72 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
360,Commercial Plot,PKR2.1 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
361,Commercial Plot,PKR1.72 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
362,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
363,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
364,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
365,Plot File,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
366,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
367,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
368,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
369,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
370,Plot File,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
371,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
372,Plot File,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
373,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
374,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
375,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
376,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
377,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
378,Residential Plot,PKR1.1 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
379,Plot File,PKR25 Lakh,PKR3.4 Lakh,PKR22 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
380,Plot File,PKR24 Lakh,PKR6.2 Lakh,PKR20 Thousand,36 Months,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,6 hours ago,
381,Plot File,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
382,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
383,Plot File,PKR2.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
