,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
215,Residential Plot,PKR44 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
216,Residential Plot,PKR43 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
217,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
218,Residential Plot,PKR90 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
219,Residential Plot,PKR90 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
220,Residential Plot,PKR87 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
221,Residential Plot,PKR85 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
222,Residential Plot,PKR84 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
223,Residential Plot,PKR55 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
224,Residential Plot,PKR52 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
225,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
226,Residential Plot,PKR43 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
227,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
228,Residential Plot,PKR48 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
229,Residential Plot,PKR38 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
230,Commercial Plot,PKR3.3 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,6 Marla,For Sale,-,4 weeks ago,,,,
231,Residential Plot,PKR1.41 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,14 Marla,For Sale,-,4 weeks ago,,,,
232,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
233,Residential Plot,PKR84 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 weeks ago,,,,
234,Residential Plot,PKR85 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 weeks ago,,,,
235,Residential Plot,PKR90 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 weeks ago,,,,
236,Residential Plot,PKR48 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
237,Residential Plot,PKR44 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
238,Residential Plot,PKR55 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
239,Residential Plot,PKR43 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
240,Residential Plot,PKR1.41 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,14 Marla,For Sale,-,4 weeks ago,,,,
241,Residential Plot,PKR38 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
242,Commercial Plot,PKR4.4 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,8 Marla,For Sale,-,4 weeks ago,,,,
243,Commercial Plot,PKR3.3 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,6 Marla,For Sale,-,4 weeks ago,,,,
244,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
245,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
246,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
247,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
248,Residential Plot,PKR52 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
249,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
250,Residential Plot,PKR55 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
251,Residential Plot,PKR55 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
252,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
253,Residential Plot,PKR43 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
254,Residential Plot,PKR44 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
255,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
256,Residential Plot,PKR52 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
257,Residential Plot,PKR55 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
258,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,,,,
259,Residential Plot,PKR43 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,,,,
260,Commercial Plot,PKR1.2 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,,PKR28 Lakh,PKR1.4 Lakh,44 Months
261,Residential Plot,PKR38.9 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,3 Marla,For Sale,-,1 month ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas",,,
262,Residential Plot,PKR38.9 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,3 Marla,For Sale,-,2 months ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas",,,
263,Residential Plot,PKR48 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,6 Marla,For Sale,-,2 months ago,,,,
264,Residential Plot,PKR45 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls",,,
265,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,"Possesion,Sewerage,Electricity",,,
