,Price,Area,Installment value
0,0.9981816345085363,0.9997395833333333,
1,0.9955551065764219,0.9997395833333333,
2,0.9941408223052834,0.9996093749999999,
3,0.9941408223052834,0.9996093749999999,
4,0.9941408223052834,0.9996093749999999,
5,0.9955551065764219,0.9997395833333333,
6,0.9950500050510153,0.9997395833333333,
7,0.9968683705424791,0.9998437499999999,
8,0.9972724517628044,0.9998437499999999,
9,0.9953530659662593,0.9997395833333333,
10,0.9962622487119911,0.9997395833333333,
11,0.9969693908475604,0.9997395833333333,
12,0.9968683705424791,0.9997395833333333,
13,0.9969693908475604,0.9998072916666666,
14,0.9980806142034551,0.9997395833333333,
15,0.9964642893221539,0.9997395833333333,
16,0.9955551065764219,0.9997395833333333,
17,0.9963632690170724,0.9997395833333333,
18,0.992120416203657,0.9994791666666666,
19,0.992120416203657,0.9994791666666666,
20,0.992120416203657,0.9994791666666666,
21,0.992120416203657,0.9994791666666666,
22,0.992120416203657,0.9994791666666666,
23,0.992120416203657,0.9994791666666666,
24,0.992120416203657,0.9994791666666666,
25,0.9933326598646328,0.9994791666666666,
26,0.9925244974239823,0.9994791666666666,
27,0.9920193958985757,0.9994791666666666,
28,0.995252045661178,0.9995833333333333,
29,0.9950500050510153,0.9994791666666666,0.9720000000000001
30,0.9941408223052834,0.9996093749999999,
31,0.9941408223052834,0.9996093749999999,
32,0.9941408223052834,0.9996093749999999,
33,0.9941408223052834,0.9996093749999999,
34,0.9935347004747954,0.9996093749999999,
35,0.9941408223052834,0.9996093749999999,
36,0.9941408223052834,0.9996093749999999,
37,0.9935347004747954,0.9996093749999999,
38,0.9935347004747954,0.9996093749999999,
39,0.9941408223052834,0.9996093749999999,
40,0.9941408223052834,0.9996093749999999,
41,0.9941408223052834,0.9996093749999999,
42,0.9935347004747954,0.9996093749999999,
43,0.9942418426103647,0.9996354166666666,
44,0.9942418426103647,0.9996354166666666,
45,0.9942418426103647,0.9996354166666666,
46,0.9942418426103647,0.9996354166666666,
47,0.9942418426103647,0.9996354166666666,
48,0.9942418426103647,0.9996354166666666,
49,0.9942418426103647,0.9996354166666666,
50,0.9942418426103647,0.9996354166666666,
51,0.9942418426103647,0.9996354166666666,
52,0.992120416203657,0.9994791666666666,
53,0.992120416203657,0.9994791666666666,
54,0.9942418426103647,0.9996354166666666,
55,0.9942418426103647,0.9996354166666666,
56,0.9950500050510153,0.9996874999999998,
57,0.9905040913223558,0.9993229166666665,
58,0.9981816345085363,0.9997395833333333,
59,0.9955551065764219,0.9997395833333333,
60,0.995252045661178,0.9997395833333333,
61,0.9920193958985757,0.9979166666666667,
62,0.9955551065764219,0.9997395833333333,0.97165
63,0.9945449035256088,0.9997395833333333,
64,0.9945449035256088,0.9997395833333333,
65,0.9967673502373977,0.9997395833333333,
66,0.9935347004747954,0.9994791666666666,
67,0.9962622487119911,0.999765625,
68,0.9995959187796747,0.9994791666666666,
69,0.9958076573391251,0.9994791666666666,
70,0.9992928578644309,0.9989583333333333,
71,0.9998989796949187,0.9998437499999999,
72,0.9984341852712396,0.9998437499999999,
73,0.9997979593898374,0.9997395833333333,
74,0.9977270431356703,0.9997395833333333,
75,0.9969693908475604,0.9997395833333333,
76,0.9964642893221539,0.9997395833333333,
77,0.9998989796949187,0.9998437499999999,
78,0.9984341852712396,0.9998437499999999,
79,0.9998989796949187,0.9998437499999999,
80,0.9958076573391251,0.9994791666666666,
81,0.9925244974239823,0.9989583333333333,
82,0.9998989796949187,0.9998437499999999,
83,0.9984341852712396,0.9998437499999999,
84,0.9997979593898374,0.9997395833333333,
85,0.9977270431356703,0.9997395833333333,
86,0.9995959187796747,0.9994791666666666,
87,0.9925244974239823,0.9989583333333333,
88,0.9925244974239823,0.9994791666666666,
89,0.9925244974239823,0.9994791666666666,
90,0.9965653096272351,0.9998437499999999,
91,0.9953530659662593,0.9997395833333333,
92,0.9925244974239823,0.9994791666666666,
93,0.995252045661178,0.9997395833333333,
94,0.9672694211536519,0.9995833333333333,
95,0.9930295989493889,0.9994791666666666,
96,0.9969693908475604,0.9998437499999999,
97,0.9958581674916659,0.9997395833333333,
98,0.995252045661178,0.9995833333333333,
99,0.9916153146782505,0.9993333333333332,
100,0.9975755126780483,0.9997395833333333,
101,0.9984846954237803,0.9997395833333333,
102,0.9958581674916659,0.9997395833333333,
103,0.9827255278310941,0.9997916666666666,0.926
104,0.9910091928477625,0.9998958333333332,0.9615
105,0.9935347004747954,0.9995833333333333,
106,0.9975755126780483,0.9998437499999999,
107,0.9960602081018286,0.9997395833333333,
108,0.9967673502373977,0.9997395833333333,0.9789000000000001
109,0.9965653096272351,0.9997760416666667,
110,0.9977017880593999,0.9997395833333333,
111,0.9975755126780483,0.9997395833333333,0.98455
113,0.9936357207798768,0.9995833333333333,
114,0.9962622487119911,0.9997395833333333,
115,0.9982978078593798,0.9998437499999999,0.9883
116,0.9983887261339529,0.9998437499999999,0.98885
117,0.9967673502373977,0.9997395833333333,0.9789000000000001
118,0.9970704111526417,0.9998437499999999,0.9794985
119,0.9967673502373977,0.9997395833333333,
120,0.9920193958985757,0.9994791666666666,
121,0.9926760278816043,0.9996354166666666,
122,0.9958076573391251,0.9997395833333333,
123,0.9958076573391251,0.9997395833333333,
124,0.9962117385594504,0.9997395833333333,
125,0.995252045661178,0.9997916666666666,
126,0.9976765329831297,0.9998437499999999,
127,0.997019901000101,0.9997395833333333,0.98375
128,0.9925244974239823,0.9996354166666666,
129,0.9928275583392263,0.9996354166666666,
130,0.9930295989493889,0.9999322916666665,
131,0.9903424588342258,0.9992708333333332,
132,0.9890898070512173,0.9994791666666666,
133,0.9940398020002021,0.9996874999999998,
134,0.9967673502373977,0.9997395833333333,
135,0.9982978078593798,0.9998177083333333,
136,0.9930295989493889,0.9998958333333332,
137,0.988988786746136,0.9994791666666666,
138,0.9957571471865846,0.9997395833333333,
139,0.9960602081018286,0.9997395833333333,
140,0.9998131124355996,0.9998177083333333,
141,0.9910091928477625,0.9996354166666666,
142,0.991817355288413,0.9995833333333333,
143,0.9957571471865846,0.9997395833333333,
144,0.9976765329831297,0.9998437499999999,
145,0.9967673502373977,0.9997395833333333,
146,0.9967673502373977,0.9997395833333333,
147,0.9950904131730478,0.9995833333333333,0.9720000000000001
148,0.9967673502373977,0.9997395833333333,0.9789000000000001
149,0.9976765329831297,0.9998177083333333,0.9848
150,0.9994443883220527,0.9992708333333332,
151,0.9981816345085363,0.9997395833333333,
152,0.9975755126780483,0.9997395833333333,
153,0.9998737246186483,0.9997395833333333,
154,0.9999494898474595,0.9998177083333333,
155,0.9999494898474595,0.9998177083333333,
156,0.997626022830589,0.9998437499999999,
157,0.9975755126780483,0.9997395833333333,
158,0.9982978078593798,0.9998177083333333,
159,0.9963127588645319,0.9997395833333333,
160,0.9960602081018286,0.9997395833333333,
161,0.9961612284069099,0.9997395833333333,
162,0.9997575512678047,0.9997395833333333,
163,0.9929588847358319,0.9997916666666666,
164,0.9998131124355996,0.9998177083333333,
165,0.9959591877967472,0.9997395833333333,
166,0.9960602081018286,0.9997395833333333,
167,0.9954540862713406,0.9997916666666666,
168,0.9925244974239823,0.9996874999999998,
169,0.9936357207798768,0.9997395833333333,
170,0.9967673502373977,0.9997395833333333,
171,0.9982978078593798,0.9998177083333333,
172,0.9997575512678047,0.9997395833333333,
173,0.9975755126780483,0.9997395833333333,
174,0.9945449035256088,0.9997395833333333,
175,0.9929588847358319,0.9997916666666666,
176,0.9975755126780483,0.9997395833333333,
177,0.9998131124355996,0.9998177083333333,
178,0.9997575512678047,0.9997395833333333,
179,0.9998131124355996,0.9998177083333333,
180,0.9975755126780483,0.9997395833333333,
181,0.9982978078593798,0.9998177083333333,
182,0.9935347004747954,0.9994791666666666,
183,0.9930295989493889,0.9989583333333333,0.9625
184,0.994797454288312,0.9992708333333332,0.9698000000000001
185,0.9982978078593798,0.9998124999999999,
186,0.9975755126780483,0.9997395833333333,
187,0.9975755126780483,0.9997395833333333,
188,0.9975755126780483,0.9997395833333333,
189,0.9982978078593798,0.9998124999999999,
190,0.9945449035256088,0.9997395833333333,
191,0.9923224568138196,0.9996354166666666,
192,0.997171431457723,0.9998437499999999,
193,0.9931306192544701,0.9996874999999998,
194,0.9942418426103647,0.9997395833333333,
195,0.9975755126780483,0.9997395833333333,
196,0.9997575512678047,0.9997395833333333,
197,0.9998131124355996,0.9998177083333333,
198,0.9982978078593798,0.9998177083333333,
199,0.9929588847358319,0.9997916666666666,
200,0.9975755126780483,0.9997395833333333,
201,0.9975755126780483,0.9997395833333333,
